URL,Version,Status,OIDs,Name,Title,Description,Used
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSClaseVacuna,1.9.3,active,,CSClaseVacuna,Códigos de clases de Vacuna,"Códigos de clase de vacuna",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodComunasCL,1.9.3,active,,CSCodComunasCL,Códigos de Comunas en Chile,"Códigos de Comunas para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodMadurez,1.9.3,active,,CSCodMadurez,Códigos de grado de madurez del artefacto,"Códigos de grado de madurez del artefacto",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodProvinciasCL,1.9.3,active,,CSCodProvinciasCL,Códigos de Provincias en Chile,"Códigos de Provincias para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodRegionCL,1.9.3,active,,CSCodRegionCL,Códigos de Regiones en Chile,"Códigos de Regiones para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodigoDNI,1.9.3,active,,CSCodigoDNI,Códigos de Documentos DNI para LATAM y el Caribe,"Códigos para los DNI de países de America Latina y el Caribe según indicaciones de VS HL7 de V3",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodigoServicio,1.9.3,active,,CSCodServicioCL,Tipos de Servicios Remotos,"Códigos para los Servicios realizados en un encuentro remoto según indicaciones del Ministerio de Salud",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSCodigoVacunas,1.9.3,active,,CSTiposVacunaCL,Códigos de Vacunas RNI,"Códigos de las vacunas o inmunizaciones según indicaciones del Ministerio de Salud",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSEspecialidadFarma,1.9.3,active,,CSEspecialidadFarma,Especialidad Farmacia,"Especialidad de Farmacia",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSEspecialidadOdontologica,1.9.3,active,,CSEspecialidadOdontologica,Especialidad Odontologica,"Especialidad de Odontologica",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSEspecialidadesDeisCL,1.9.3,active,,CSEspecialidadesDeisCL,Códigos de Especialidades,"Códigos de especialidades médicas descritas según DEIS",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSIdentidaddeGenero,1.9.3,active,,CSIdentidaddeGenero,Identidad de Genero,"Identidad de Genero",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSNombreCampana,1.9.3,active,,CSNombreCampanaCL,Campañas Inmunización,"Códigos de las campañas de vacunas o inmunizaciones según indicaciones del Ministerio de Salud",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSOtrosContactos,1.9.3,active,,CSOtrosContactos,Códigos de otros contactos del paciente,"Códigos de contactos adicionales usados en Chile para paciente",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSRazonNOTinm,1.9.3,active,,CSRazonNOinmunizacionCL,Razones no Inmunización,"Códigos de las razones por la cual el registro de inmunización no pudo realizarse según indicaciones del Ministerio de Salud",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSSexoListadoDeis,1.9.3,active,,CSSexoListadoDeis,Sexo Listado Deis,"Sexo Listado Deis",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSTipoIdentificador,1.9.3,active,,CSTipoIdentificador,Tipo Identificador,"Tipo Identificador",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSTiposEncuentroCL,1.9.3,active,,CSTiposEncuentroCL,Tipos de Encuentro,"Códigos de Encuentros según MINSAL",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/EspecialidadesConacemConaceoCS,1.9.3,active,,EspecialidadesConacemConaceoCS,Códigos de Especialidades de CONACEM y CONACEO,"Códigos a usar para las Especialidades provenientes de La Corporación Nacional Autónoma de Certificación de Especialidades Médicas (CONACEM) y de La Corporación Nacional Autónoma de Certificación de Especialidades Odontológicas (CONACEO) de Chile",
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/csrazonnoencuentro,1.9.3,active,,CSrazonnoencuentro,Razón Encuentro Remoto no Realizado,"Códigos de las razones por la cual un encuentro remoto no pudo realizarse según indicaciones del Ministerio de Salud",
